"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","318","has title","chromium","Mon Apr 07 17:25:19 GMT 2025","passed","Mon Apr 07 17:25:19 GMT 2025","","example.spec.ts","",""
"","371","get started link","chromium","Mon Apr 07 17:25:20 GMT 2025","passed","Mon Apr 07 17:25:20 GMT 2025","","example.spec.ts","",""
